,momentum_1y,momentum_6m,momentum_3m,momentum_15d
NOC,0.36660469899533576,0.18591679824260376,0.1872820054638238,-0.0824337064627072
NCLH,-0.017352503718392365,-0.20592948717948756,-0.1427335640138413,-0.00949525237381299
NRG,0.5004629153379301,-0.10377880184331767,-0.09047826900293054,-0.05322601583798492
NUE,0.2986482238289816,0.22845885064307425,-0.0008465352521475067,-0.019288978574396376
NVDA,0.5162938171569491,-0.030412255012390865,-0.08712020785831753,-0.03139417126139343
NVR,-0.11305161646954265,-0.1757574832825356,-0.1210098322776958,-0.06277082251971022
NXPI,-0.04335555447423456,-0.13223870056497256,-0.1250556297285269,-0.024075452965996225
ORLY,0.0026115342763861626,-0.11785543322163783,-0.0029217617141004126,-0.024767146486028513
OXY,0.29367954911433114,0.36977834612105664,0.6083583583583589,0.18754619364375413
ODFL,0.11474922747801353,0.3378262729995727,0.17685069008782905,-0.03164360933305799
OMC,-0.07517590420935705,-0.010565240359218353,-0.060210737581534834,-0.11671775524640404
ON,0.3516336963769744,0.2235412474849119,0.1056363636363642,0.07078711040676122
OKE,-0.07683191783527576,0.2746113989637309,0.27652601392871845,0.0774550484094052
ORCL,-0.033678932032257136,-0.5100498196186227,-0.2776455093460314,-0.06571447290834032
