,momentum_1y,momentum_6m,momentum_3m,momentum_15d
OTIS,-0.24587925485223894,-0.1341545352743565,-0.12066416467644747,-0.13230838289754254
PCAR,0.15673666231287076,0.20656046950325013,0.03329743313588307,-0.042975893599334736
PKG,0.06391731888420726,-0.0036647246758131358,0.02163125692537471,-0.046278389925792696
PANW,-0.15787765698523426,-0.22675804529201493,-0.1665328408543445,-0.053265231667274704
PH,0.40601032043540064,0.20724809437875313,0.011235574807946014,-0.02436821140158052
PAYX,-0.37836576912823283,-0.26257115749525595,-0.1861966669575078,-0.07350749975166371
PAYC,-0.4467720863179703,-0.4272922302024065,-0.23062464757847223,-0.10852994555353923
PYPL,-0.3510303377218087,-0.3196819681968198,-0.24328383113632523,-0.03346121057118501
PNR,-0.05076649633414887,-0.20996671597633165,-0.18958649468892286,-0.06896927435171063
PEP,0.012866284944426987,0.0760752880555362,0.047439916405434435,-0.05612052730696793
PFE,0.09304174950298227,0.16680814940577293,0.09916033586565431,0.01814814814814847
PCG,0.006972690296338291,0.20430854760250172,0.0989220038046914,-0.0435982339955856
PM,0.051587815942968795,-0.00946218179598235,-0.006003430531732135,-0.04395474899835006
PSX,0.4548259493670874,0.32209360845495705,0.4287157175044676,0.11165518075202585
PNW,0.05951996555806671,0.14638406894142442,0.11584674676944018,-0.037167449139280495
PNC,0.1357660924750672,-0.009585927463188093,-0.05980580702659666,-0.025855365474339087
POOL,-0.38760568557774866,-0.34363200577863906,-0.1357859242607644,-0.06242378763718248
PPG,-0.05776464266523296,0.014561234329796946,0.01573662869279846,-0.012576255279211912
PPL,0.0845151953690293,0.03766269731376415,0.07302405498281872,-0.026500389711613503
PFG,0.008292455033869217,0.060956126336486394,-0.03724768595962935,-0.06244569939183331
PG,-0.14356167679076237,-0.06371227562627468,-0.014805590148056713,-0.0743629745189811
PGR,-0.24874270401233378,-0.15493248544410898,-0.10067674459483211,-0.027744785975580832
PLD,0.16433912965131903,0.1440332861189817,0.0008519206939279211,-0.03509295900843712
PRU,-0.1947759903130959,-0.0916186945067825,-0.1863310610033213,-0.04040404040404055
PEG,-0.012409386902570096,-0.004335439118047346,-0.003718393653940666,-0.03179956636954928
PTC,-0.11207162704538465,-0.289315014332312,-0.1845761270201306,-0.11409561360275988
PSA,-0.08188398339679626,-0.04345961401000675,0.02367565500095603,-0.13010693275262453
PHM,0.11306747882364099,-0.0903787819864661,-0.017804652725286862,-0.08425338657896775
QRVO,0.0734372917499655,-0.1327662323678267,-0.06381494827385847,0.04137574347039075
PWR,1.0898841817692109,0.36026446943324353,0.25619261280847394,0.00949761165734242
QCOM,-0.17505055611728992,-0.23030660377358536,-0.2534172147555046,-0.03589364844903986
DGX,0.18643559606620075,0.06853532080362945,0.12523460160382238,-0.004378019323671323
RL,0.45674589304438684,0.10112285336855975,-0.07810987917162071,-0.013462733378702185
RJF,-0.005884796455278507,-0.16347218176521994,-0.13468723635048807,-0.053897344666271274
RTX,0.43192838493099384,0.19796542470198975,0.029995707233310576,-0.08390206652985277
REG,0.022157996146435988,0.04664599774520872,0.06832566168009313,-0.05412633723891991
REGN,0.17863230487747694,0.3574799178703927,-0.03883185614997153,-0.007440574175281878
RF,0.1392519152771532,-0.04747550866616346,-0.08736462093862851,-0.06370370370370348
RSG,-0.08581303211666502,-0.04225725261624136,0.017545505723399746,-0.05961413396921755
RMD,-0.001940958743343324,-0.1717175501030156,-0.09503540293864865,-0.12174292977438783
RVTY,-0.18914381645215628,0.04835403352224654,-0.10176671143713256,-0.045035149384886064
ROK,0.319426336375489,0.04434485198726179,-0.109558047161748,-0.041043967944552784
ROL,-0.005096262740656443,-0.06509400496630036,-0.12991086167051824,-0.09417425674514546
ROP,-0.39804140537754584,-0.29092123370841205,-0.22205692970380586,-0.04309709135600159
ROST,0.679984301412871,0.43384471092650645,0.17721797480886603,0.011914330291711739
RCL,0.24487290255104366,-0.15638963360142955,-0.06814623187419144,-0.015251798561150998
SPGI,-0.15868039122890099,-0.11841887759318925,-0.18844632123563954,-0.05497596739539745
CRM,-0.34016130183427284,-0.2302889018399794,-0.3012885916184862,-0.08251873170247592
SBAC,-0.22714991148793384,-0.1499718194394628,-0.13652214646333194,-0.15395991636493422
SLB,0.23411292227734637,0.5128873443382564,0.3783641160949873,0.11600085451826536
STX,3.3173515981735138,0.7224575306280452,0.3305657191106104,0.07455392658256588
SRE,0.348398979880987,0.1021424435437166,0.07197567019599038,0.029309971879732277
NOW,-0.3829825293661673,-0.43656757051072603,-0.3217984008389039,-0.1670959433354795
SHW,-0.07158439745193135,-0.059575721862108244,-0.015545000308431867,-0.03134957967891716
SPG,0.08008567858630422,-0.004333040807371291,-0.03702721341042803,-0.0665878239407649
SWKS,-0.16143364928910064,-0.28555205047318566,-0.11834319526627235,0.03491135075854479
SJM,-0.16918772405351,-0.1165860914838227,-0.04117053481331956,-0.14396396396396371
SNA,0.06999674296035274,0.07425904456137156,0.024088191118542435,-0.027451085932663877
SO,0.07185426740132628,0.018376068376067867,0.09563218390804584,-0.02095316351684462
LUV,0.15001456452082573,0.238393977415307,-0.047067342505430765,-0.048445408532176604
SBUX,-0.06797505877542842,0.08819668218164511,0.08110030827602488,-0.07880379874722154
STT,0.2956606217616584,0.05243314335817639,-0.0916452247616164,-0.005386145177328272
STLD,0.3556994616524929,0.27924611646911646,-0.007539410555175929,-0.04132413793103473
STE,0.0012121756307805764,-0.0852748154224775,-0.12500490446109758,-0.029631885823688253
SYK,-0.09316787126687576,-0.09649456521739153,-0.0647257383966251,-0.08556105610561038
SMCI,-0.4005405405405401,-0.5193932827735643,-0.2713534822601844,-0.29046705054382604
SYF,0.1608861449064829,-0.13852580514755508,-0.2565414583091059,-0.040090090090090236
SNPS,-0.10666043572111927,-0.17291962832478258,-0.15425778451944516,-0.08116273746852809
SYY,0.13503850385038207,0.019515810276678813,0.11150013466199837,-0.029626146249706053
TMUS,-0.1978928080622986,-0.11636317759367454,0.05699481865284994,-0.049402823018458
TROW,-0.0735590701624047,-0.15319685650528725,-0.16502439491055143,-0.03301573232882793
TTWO,-0.09668880323224915,-0.2053356211954075,-0.2250288856129723,-0.07604978149344466
TPR,0.9183756620942509,0.3122445187662568,0.08470281062816865,-0.01793784328721415
TRGP,0.2414991312980881,0.4583090379008752,0.35886987231730605,0.05567515090118591
TGT,0.10232952937847517,0.34375718555989754,0.21471627520266012,-0.029799950195069425
TEL,0.3553299492385771,-0.052262855541545306,-0.12421234354769128,-0.009856543378550353
TDY,0.1932764853819553,0.07900721316135573,0.16845912615195102,-0.05891376772294055
TFX,-0.21195458116118016,-0.05262706043955945,-0.09274027789196737,-0.020938692218968824
TER,2.3760664315777444,1.2373916321145861,0.49621899576527406,0.08901772281950593
TSLA,0.37477013607944043,-0.11650003545344978,-0.22672734795200677,-0.057369814651368034
TXN,0.05016558988001574,0.06350340884099537,0.0912219338824325,0.0010868440120075373
TXT,0.18066666666666342,0.07711957182824558,-0.021438833020223425,-0.06612529002320178
TMO,-0.04691733426895173,0.06566702264455149,-0.1538288483170389,-0.02270546850016031
TJX,0.31732619426085673,0.11460324201882988,0.0018451358401729845,-0.01049456419279804
TSCO,-0.14756233717900935,-0.18704525288376106,-0.11117578579743803,-0.08508088675853764
TT,0.15587332272003818,0.0023914008185013103,0.035396877944436245,-0.03429684345533568
TDG,-0.17855094491124435,-0.10945041621003915,-0.12593830098864822,-0.1108395027238438
TRV,0.1632364733284939,0.11206833613199851,0.03703703703703565,-0.0031087404692561327
TRMB,-0.052899287894201064,-0.18425334835398577,-0.18425334835398666,-0.06713426853707416
TFC,0.06133651551312669,-0.02627545434639711,-0.12131989725350623,-0.04118154376886596
TYL,-0.4099454214675564,-0.34696734357322256,-0.2589328458893678,-0.08870751940058874
TSN,0.020948359857095422,0.17229162782025065,0.07968401167782968,0.025444462567280945
USB,0.168917372396427,0.0435226808336715,-0.0690849434925267,-0.023144605967865384
UBER,-0.04779908182554904,-0.27649533189699427,-0.12938271604938278,-0.06010928961748607
UDR,-0.23118644067796557,-0.070999453850354,-0.06487080813633839,-0.08523796719548216
ULTA,0.4016199343415332,-0.03327765404602778,-0.14183801238961358,-0.19059236698160065
UNP,0.003030813268229071,0.030355444088904227,0.015080514611910623,-0.05877705798704358
UAL,0.1923770280710808,-0.06455197494696518,-0.19183103508465704,0.006959547629403984
UPS,-0.12264576011534667,0.18055050321328903,-0.0323029519928445,-0.04773082942097029
URI,0.15413668784043133,-0.2024826366420771,-0.10163396707768901,-0.08669984809000986
UNH,-0.4848789737437835,-0.22910091211814165,-0.18733211233211233,-0.06893054486955275
UHS,0.0034733528709438577,-0.06256337456905248,-0.18362841626561865,-0.0380813651024865
VLO,0.8478341907105031,0.42238163558106256,0.5109119726895872,0.10484554005260116
VTR,0.20838235294117635,0.20678513731825565,0.03306512446567722,-0.030328062308236592
VRSN,0.011630254815652386,-0.11533707666772641,0.018954647142567005,0.031839525496334176
VRSK,-0.3648778479275331,-0.24108241082410842,-0.1564123598578071,-0.1375052420670052
VZ,0.14373158014055698,0.16566543438077597,0.25559980089596857,-0.011365863217715155
VRTX,-0.0928259912775572,0.1873788949986912,-0.021365676795579658,-0.003822495606326859
VTRS,0.48993288590604034,0.4080338266384771,0.0891251022076851,-0.05665722379603422
VICI,-0.14828777882500677,-0.15201751642164507,-0.027618364418938945,-0.08412162162162173
V,-0.09738634379184008,-0.07343890050791801,-0.1264225352112679,-0.01963139759112298
VST,0.2280432676783979,-0.24452500372448738,-0.05959077702911553,-0.038976626658244085
VMC,0.12411871490690984,-0.09493541808293615,-0.09147672990309852,-0.03040565144563423
WRB,0.050345356868764846,-0.08098307816277239,-0.027153824282059702,-0.019627507163323843
GWW,0.07830781251585628,0.1205618415918841,0.03517676054279972,-0.04314078609697847
WAB,0.31086642792238894,0.2627432808155705,0.11935189411227776,0.008387813001110134
DIS,-0.05884106947619405,-0.16107025781872908,-0.17098581684468517,-0.06617357001972368
WM,-0.010976036382717602,0.043123328106263514,0.023439974659487328,-0.07884983505070686
WAT,-0.18251178506226318,0.04423947093630343,-0.2195369406867842,-0.006391998410279931
WEC,0.09155395819540346,0.03935518731988363,0.09465996395712728,-0.0011251514626968717
WFC,0.03135223555070854,-0.10142517814726926,-0.20450005257070736,-0.058017928286852594
WELL,0.30155018040892556,0.13573552562532898,0.04054487179487043,-0.04223620808339079
WST,0.10300544011415225,-0.02702277465287295,-0.10671337257592695,0.010416241166618878
WDC,5.411695631751993,1.5517338068978397,0.5245993187021847,0.11523692810457531
WY,-0.19727427597955693,-0.02362204724409467,-0.006745362563237989,-0.036400817995909995
WMB,0.2357560568086885,0.16932806324110805,0.2421901242861937,-0.0025623735670936565
WTW,-0.13996986082794194,-0.1373699653240874,-0.12957923382876346,-0.03523484371374608
WYNN,0.15305765870704668,-0.20978686038157623,-0.20706504325536723,-0.02376725838264304
XEL,0.12926156970839942,0.008943616331819726,0.052603110209599624,-0.055339805825242894
XYL,-0.03174474303807617,-0.1555618494654113,-0.139227715626127,-0.03024882094649528
YUM,-0.015656565656566257,0.038635758060218794,0.011023213590973358,-0.024524524524524582
ZBRA,-0.29118947331778455,-0.32504640678864993,-0.17207448971293826,-0.07188112493732579
ZBH,-0.19719330013580794,-0.08360892930963237,-0.013023152270704275,-0.05358095848009414
ZTS,-0.2838078838939788,-0.17333901192504209,-0.07143996172859202,-0.03910891089108892
