time,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,MO,AMZN,AMCR,AEE,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ADI,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,T,ATO,ADSK,ADP,AZO,AVB,AVY,AXON,BKR,BALL,BAC,BAX,BDX,BRK.B,BBY,TECH,BIIB,BLK,BX,BK,BA,BKNG,BWA,BSX,BMY,AVGO,BR,BG,BXP,CHRW,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,COR,CNC,CNP,CF,CRL,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CAG,COP,ED,STZ,CPRT,GLW,CPAY,CTVA,CSGP,COST,CTRA,CRWD,CCI,CSX,CMI,CVS,DHR,DRI,DVA,DE,DELL,DAL,DVN,DXCM,FANG,DLR,DFS,DG,DLTR,D,DPZ,DOV,DOW,DHI,DUK,DD,EMN,ETN,EBAY,ECL,EIX,EW,EA,ELV,EMR,ENPH,ETR,EOG,EPAM,EQT,EFX,EQIX,EQR,ESS,EL,EG,EVRG,ES,EXC,EXPE,EXR,XOM,FFIV,FDS,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FMC,F,FTNT,FTV,FOXA,BEN,FCX,GRMN,IT,GE,GEN,GNRC,GD,GIS,GM,GPC,GILD,GPN,GL,GDDY,GS,HAL,HIG,HAS,HCA,DOC,HSIC,HSY,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IBM,IEX,IDXX,ITW,INCY,IR,PODD,INTC,ICE,IFF,IP,INTU,ISRG,IVZ,INVH,IQV,IRM,JBHT,JKHY,J,JNJ,JCI,JPM,KDP,KEY,KEYS,KIM,KMI,KLAC,KHC,KR,LHX,LH,LRCX,LW,LVS,LDOS,LEN,LLY,LYV,LKQ,LMT,LOW,LULU,LYB,MTB,MRO,MPC,MKTX,MAR,MLM,MAS,MA,MTCH,MKC,MCD,MCK,MDT,MRK,META,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MRNA,MHK,MOH,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX,NEM,NWSA,NEE,NKE,NI,NDSN,NSC,NTRS,NOC,NCLH,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,ON,OKE,ORCL,OTIS,PCAR,PKG,PANW,PH,PAYX,PAYC,PYPL,PNR,PEP,PFE,PCG,PM,PSX,PNW,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PTC,PSA,PHM,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,REG,REGN,RF,RSG,RMD,RVTY,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SRE,NOW,SHW,SPG,SWKS,SJM,SNA,SO,LUV,SBUX,STT,STLD,STE,SYK,SMCI,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TRGP,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,TMO,TJX,TSCO,TT,TDG,TRV,TRMB,TFC,TYL,TSN,USB,UBER,UDR,ULTA,UNP,UAL,UPS,URI,UNH,UHS,VLO,VTR,VRSN,VRSK,VZ,VRTX,VTRS,VICI,V,VST,VMC,WRB,GWW,WAB,DIS,WM,WAT,WEC,WFC,WELL,WST,WDC,WY,WMB,WTW,WYNN,XEL,XYL,YUM,ZBRA,ZBH,ZTS
2025-08-22,158.5,73.52,132.42,210.33,259.18,361.49,167.57,13.46,108.31,121.49,298.96,129.74,77.5,81.18,80.85,149.2,172.08,66.9,205.08,206.08,67.56,228.67,43.55,101.84,113.9,319.06,83.38,211.76,146.01,516.04,186.7,293.33,109.25,252.1,374.64,21.62,227.69,162.26,78.32,93.28,62.84,133.05,302.75,28.72,168.04,290.16,307.59,4104.03,193.49,178.25,765.23,44.7,53.62,49.42,24.49,199.39,488.36,75.42,56.99,139.01,1146.43,170.27,102.45,229.7,5720.74,42.99,106.05,47.83,293.6,261.84,87.03,69.28,124.96,349.1,26.71,109.24,33.08,221.22,147.89,59.96,31.26,67.68,,435.02,246.31,164.18,166.72,48.21,291.99,29.35,38.0,86.39,161.45,95.71,277.07,157.91,43.55,277.38,94.89,303.94,155.08,215.21,67.25,95.15,50.69,120.05,269.25,73.03,70.05,72.28,85.8,31.96,19.65,96.62,101.52,167.38,48.89,65.7,330.73,73.28,91.15,957.43,23.74,420.02,103.66,34.52,401.83,71.2,211.38,208.18,140.16,495.23,130.81,61.6,35.1,82.11,142.99,166.77,,112.2,113.08,61.86,,182.84,25.05,170.4,124.2,32.33,69.38,347.17,99.14,283.43,55.37,81.72,171.13,315.88,133.54,38.13,89.23,120.85,174.4,51.89,254.62,785.4,65.14,266.24,91.2,343.27,72.19,66.45,44.91,214.6,142.53,111.15,316.61,380.97,50.33,99.29,236.6,71.72,44.74,202.11,43.74,40.63,11.69,79.92,49.27,59.36,25.34,43.22,235.67,249.55,266.13,31.52,194.31,319.18,50.1,58.3,139.3,114.6,89.89,140.57,146.77,741.17,22.23,133.78,81.72,404.39,17.71,69.51,181.18,22.43,277.24,68.18,412.49,209.92,29.21,16.87,170.69,27.69,299.18,17.34,269.47,241.74,168.3,643.93,269.43,84.71,80.49,330.41,24.74,180.46,67.88,48.82,661.7,475.25,21.52,31.22,190.9,93.75,149.91,165.22,147.83,178.92,107.05,295.83,35.08,18.97,166.69,22.15,26.65,866.59,28.02,69.46,275.37,277.7,99.95,56.67,54.98,181.48,135.61,711.45,165.45,31.78,445.3,263.46,207.23,58.71,199.49,,170.54,188.3,273.42,606.27,75.49,598.87,37.23,72.19,313.63,688.25,92.57,87.26,753.92,81.38,1313.3,38.0,69.05,117.62,507.26,142.77,27.08,133.07,174.31,52.75,63.34,842.39,62.76,515.39,147.81,32.47,461.42,572.42,94.62,110.4,120.42,70.65,30.44,76.2,78.27,42.89,226.15,284.19,130.01,591.74,25.01,144.91,147.67,177.91,8192.86,234.47,102.16,45.72,158.91,79.54,51.78,74.74,236.31,88.45,101.41,212.4,185.64,751.44,140.67,233.61,69.84,108.46,149.49,25.82,15.17,171.61,129.93,91.18,201.42,323.01,114.11,36.86,80.62,158.65,249.14,112.09,109.79,83.62,214.75,293.24,132.18,92.58,379.43,158.0,180.02,285.81,165.12,156.04,72.24,589.09,26.72,234.0,293.31,93.99,350.54,57.92,536.24,147.05,344.68,555.86,247.43,222.55,35.55,159.04,82.77,177.35,372.57,176.33,77.22,112.79,332.54,94.39,32.73,88.36,115.28,131.99,251.67,393.93,43.81,73.1,604.03,80.16,251.92,108.11,228.65,99.48,163.02,98.67,204.73,549.97,129.29,115.15,339.94,205.92,81.38,499.09,136.31,61.54,423.63,1401.69,276.32,82.45,45.87,558.22,57.55,48.22,96.65,39.1,528.38,227.52,102.87,88.66,927.38,307.0,185.35,145.16,67.72,269.25,270.9,44.37,395.53,10.61,33.33,349.92,190.28,291.81,72.07,1019.96,195.55,118.7,226.71,301.75,108.42,79.04,164.24,247.51,76.89,26.78,56.99,338.74,114.18,74.19,143.56,147.6,322.79,107.53,156.33
2025-08-25,155.6,72.45,131.71,207.13,255.95,362.64,163.07,13.46,107.24,118.99,293.77,127.93,76.39,81.14,80.34,144.76,169.61,66.07,201.8,208.46,66.93,227.66,42.65,100.58,112.88,315.76,82.71,211.03,144.18,510.68,185.37,287.8,109.53,254.3,370.43,22.33,227.1,161.64,78.75,91.74,64.1,132.86,298.13,28.7,165.27,285.18,303.24,4118.1,192.05,175.52,762.48,44.36,52.93,49.43,24.51,194.2,485.48,74.28,56.62,135.86,1133.86,169.23,102.97,226.03,5678.58,43.19,104.99,47.06,293.7,256.25,88.03,69.59,126.21,344.49,26.69,108.73,32.46,220.54,145.85,59.75,31.19,65.89,,431.6,248.81,164.79,166.21,47.1,287.79,29.02,37.65,86.05,163.83,96.08,273.01,157.52,42.67,273.88,92.62,300.23,153.07,211.54,67.04,94.84,50.6,119.21,271.08,72.07,68.83,72.04,83.93,31.81,19.12,97.98,99.77,163.44,48.32,66.67,321.58,73.47,90.34,940.55,23.83,418.18,102.77,32.74,394.5,71.1,207.5,204.93,137.17,487.0,131.0,60.33,35.7,75.87,144.82,165.54,,112.16,111.61,60.03,,180.18,24.87,168.76,122.93,32.18,68.38,345.15,98.42,277.94,54.42,80.73,172.28,313.72,132.24,38.01,89.04,121.24,172.22,51.7,250.29,780.21,64.71,265.02,88.63,340.57,71.55,63.3,44.53,212.95,139.99,111.62,315.18,382.08,50.18,99.03,232.81,71.02,44.29,198.41,43.57,40.04,11.75,77.53,48.4,59.69,25.31,43.61,232.3,241.13,266.26,31.07,193.03,319.51,49.25,58.19,139.05,113.92,88.67,138.74,145.68,737.74,22.29,132.49,80.92,402.3,17.61,68.36,180.07,22.52,273.72,66.86,408.13,207.81,28.82,16.87,171.04,27.45,296.9,17.24,270.25,239.16,165.67,639.28,266.62,84.43,79.57,328.42,24.46,178.82,67.0,49.3,654.72,467.64,21.58,30.75,187.72,91.65,142.48,161.35,146.47,178.18,106.23,294.41,31.04,18.98,165.04,22.15,26.44,875.29,27.65,70.02,275.67,275.82,101.14,55.86,56.14,181.34,134.62,695.5,165.31,31.63,446.86,258.55,202.16,56.96,197.58,,172.02,189.81,268.06,601.68,74.38,592.97,37.03,70.47,312.86,675.85,91.85,85.21,752.93,80.71,1282.47,38.06,68.27,116.22,504.23,141.9,25.31,131.84,174.89,51.54,61.88,832.57,62.19,508.99,147.41,33.05,459.37,573.72,94.14,110.89,121.83,70.97,30.08,75.21,79.07,42.6,225.36,276.42,130.09,584.67,24.61,144.59,149.29,179.58,8078.36,236.26,102.26,46.35,155.31,79.0,50.86,74.34,235.27,86.74,100.38,211.73,184.24,747.07,138.24,230.3,69.39,107.75,147.97,25.08,14.88,166.73,129.49,89.82,200.41,320.87,111.93,36.44,80.12,156.08,244.06,111.45,108.95,82.47,213.89,289.44,132.11,91.69,377.84,156.28,178.32,287.32,165.73,156.03,71.77,572.21,26.61,231.91,285.27,91.98,349.38,56.56,529.69,146.9,344.73,550.67,247.07,221.16,35.59,163.82,81.61,175.99,366.27,176.2,76.63,111.16,328.58,93.01,32.45,85.79,114.69,132.73,248.2,390.5,43.98,73.91,594.5,79.2,251.62,107.05,231.44,98.36,160.97,96.97,204.81,540.08,127.35,116.87,346.5,205.42,80.64,490.31,135.33,61.45,418.94,1383.76,272.27,81.26,45.67,553.48,57.36,48.09,95.04,38.87,523.63,222.53,102.24,87.59,937.09,304.57,183.77,146.92,67.62,265.94,266.81,44.15,388.76,10.51,33.47,348.53,189.83,289.88,70.99,1011.63,193.08,117.53,223.73,298.65,106.78,80.05,164.68,246.64,79.1,26.45,56.73,335.97,118.23,72.92,142.46,146.63,319.54,107.14,154.84
2025-08-26,156.29,72.3,131.44,207.66,255.23,354.37,166.44,13.31,108.03,118.11,293.63,126.75,76.8,81.4,80.69,141.52,171.27,65.6,202.86,207.2,66.32,228.57,42.25,100.69,112.5,320.45,82.63,207.43,143.8,515.87,186.55,289.3,109.77,255.56,368.71,22.07,229.32,164.37,79.81,90.78,62.76,134.09,299.75,28.52,165.79,282.26,302.92,4171.91,191.75,172.85,768.17,44.39,52.58,50.17,24.47,193.75,491.32,73.66,56.72,136.45,1135.33,171.17,104.49,234.46,5677.41,43.52,106.29,47.15,297.75,256.75,84.81,69.37,126.7,343.43,26.08,109.09,31.92,224.92,147.26,59.6,31.84,66.35,,430.49,242.44,162.99,163.38,46.88,289.09,28.61,37.67,86.5,163.47,97.16,266.22,156.86,42.45,271.6,92.26,298.81,153.33,212.78,68.31,95.6,51.26,117.54,271.31,72.0,68.66,71.58,84.04,31.5,18.77,96.98,99.58,158.18,48.59,67.36,324.43,73.81,89.23,936.68,23.84,416.88,101.24,32.36,396.58,71.48,205.87,205.63,138.44,487.16,130.97,61.08,35.16,76.0,143.72,167.76,,110.31,111.86,59.74,,181.94,24.69,168.23,123.1,32.31,68.16,351.47,94.52,278.69,54.83,81.16,171.92,309.58,133.19,37.9,89.51,121.18,170.0,52.65,247.19,780.56,64.42,264.4,89.75,338.21,71.66,64.05,44.36,213.34,139.82,111.41,315.24,379.27,49.88,98.62,231.01,69.91,44.94,196.48,43.54,39.47,11.8,77.54,48.46,59.01,25.24,44.28,232.19,242.84,273.62,30.71,189.03,321.72,49.17,58.74,138.55,114.55,88.08,139.48,146.06,747.29,21.83,132.61,81.48,401.35,17.5,68.96,182.54,22.47,275.01,66.24,407.13,209.66,28.72,16.9,175.67,26.97,297.83,17.46,271.23,242.11,165.82,641.06,266.16,83.88,81.04,331.16,24.29,178.46,66.61,48.69,658.54,473.51,21.89,30.62,187.43,91.26,144.18,161.88,147.56,175.98,108.35,298.21,28.9,19.27,164.14,22.06,26.59,883.93,27.66,68.89,277.34,277.88,103.53,56.12,56.13,182.06,133.12,733.54,166.23,31.42,454.81,257.92,202.32,56.53,199.92,,173.23,189.51,267.33,616.41,74.2,591.62,37.27,70.23,312.64,679.32,92.05,84.9,754.01,80.93,1278.71,38.45,67.62,116.4,502.11,142.39,24.7,131.03,174.54,50.26,61.98,845.95,62.04,510.84,148.78,33.24,455.31,570.65,94.8,109.26,122.61,72.36,29.68,74.74,78.57,42.33,225.91,275.61,131.69,590.49,24.72,146.01,147.74,181.76,8024.0,237.56,103.06,45.99,154.26,77.82,50.9,74.3,234.15,87.51,100.04,211.27,183.97,760.56,137.9,225.59,70.1,109.06,146.81,24.88,15.02,166.51,129.77,89.8,203.2,317.83,112.48,36.47,80.45,156.01,245.75,111.15,109.3,83.38,212.24,288.44,130.96,92.25,383.46,159.19,180.01,293.05,167.67,159.39,71.95,586.07,27.05,234.05,283.95,91.09,355.07,56.39,522.67,148.18,353.51,551.59,243.05,218.55,35.27,165.07,81.66,172.93,366.02,176.56,75.58,109.88,329.12,92.99,33.36,86.64,115.63,131.52,248.25,394.22,44.3,75.24,594.3,79.51,251.1,108.46,230.39,100.55,162.82,96.0,206.56,544.07,126.95,118.49,351.77,205.91,81.22,488.23,136.48,61.61,425.46,1410.46,270.94,81.29,46.3,546.49,57.14,48.51,96.43,38.68,525.06,222.07,104.03,87.35,939.16,299.61,181.23,146.74,67.52,269.5,268.27,43.9,386.83,10.38,33.39,351.13,194.92,290.79,70.96,1010.94,195.04,117.53,224.98,295.89,107.04,81.43,165.6,244.16,79.64,26.13,57.05,333.53,118.66,72.43,143.17,146.81,320.27,107.4,154.56
2025-08-27,156.38,72.3,131.25,207.77,257.15,355.71,166.92,13.33,107.31,118.47,294.23,129.72,78.15,87.58,81.62,141.76,171.74,65.71,203.56,207.44,66.31,228.82,42.55,100.74,112.75,322.42,82.22,203.26,144.49,517.63,186.26,287.73,110.03,255.4,367.94,22.54,230.46,164.21,79.81,91.58,62.62,133.02,298.25,29.03,166.06,285.73,302.67,4187.82,193.86,172.84,768.7,44.73,52.23,50.32,24.49,195.17,495.13,75.47,56.1,136.15,1128.67,171.3,104.88,235.37,5607.59,43.39,105.73,47.54,299.95,257.87,84.53,70.91,127.88,346.43,26.92,110.39,32.02,224.14,149.06,62.0,32.28,67.5,,432.2,237.71,162.92,164.97,46.95,289.97,28.81,37.67,86.26,162.51,96.75,268.68,159.0,42.58,272.62,92.91,299.58,153.74,212.84,68.36,96.79,51.85,118.78,269.72,72.09,68.72,72.21,84.32,31.62,19.13,97.77,99.91,160.2,48.54,67.19,324.8,74.93,89.12,948.01,24.08,419.58,100.06,32.48,399.8,71.83,204.73,206.06,137.31,492.29,132.42,61.17,35.5,76.26,146.87,169.54,,111.08,112.73,60.11,,182.52,24.67,167.17,123.53,32.54,68.73,351.04,93.54,280.06,55.34,80.8,172.39,309.35,133.26,37.42,89.46,122.72,173.36,51.27,245.81,789.72,65.03,267.21,92.57,342.96,71.95,64.7,44.33,211.78,140.97,112.6,317.03,379.52,50.13,100.18,232.02,69.53,45.45,190.86,43.71,39.67,11.88,78.04,48.5,59.43,25.6,43.81,235.28,246.01,272.91,30.68,186.72,325.03,49.18,58.67,139.62,113.82,87.79,140.02,147.51,748.37,22.26,132.92,81.42,404.32,17.86,68.87,180.99,22.66,275.86,66.47,407.59,208.45,28.97,17.33,175.55,27.11,296.05,17.77,275.84,244.57,165.76,638.16,266.65,84.7,80.56,333.68,24.78,177.04,66.63,48.3,662.43,470.54,22.02,31.09,188.54,91.71,145.55,162.56,147.73,176.44,109.12,298.99,29.72,19.35,164.88,22.34,26.79,885.52,27.85,67.88,276.15,278.97,103.58,56.55,56.61,183.06,133.14,734.1,165.38,32.01,453.83,258.24,205.37,56.18,201.74,,177.65,187.12,269.19,615.94,74.45,590.58,37.3,70.58,311.07,682.76,91.9,83.96,747.01,81.02,1278.52,39.72,66.55,117.73,506.65,144.23,25.05,132.08,175.77,51.06,61.66,863.17,61.64,509.41,149.2,33.42,464.41,569.79,94.67,111.84,122.38,72.31,29.62,73.8,77.98,42.36,225.22,271.24,131.11,584.41,24.83,147.92,150.09,181.53,7974.74,237.35,103.93,46.84,153.52,78.38,51.19,74.99,235.85,87.57,101.29,210.38,187.38,767.01,138.49,227.47,69.57,109.21,147.51,25.02,15.05,163.99,132.61,90.24,205.79,317.04,112.0,36.57,80.75,156.95,244.56,112.54,109.36,82.72,216.16,290.82,130.92,91.66,381.13,159.79,179.4,294.63,167.82,159.67,72.37,586.46,27.38,234.51,281.51,88.4,348.58,56.62,526.52,150.13,359.02,549.21,249.49,207.73,35.92,167.03,82.15,177.6,366.89,177.9,76.08,105.34,329.64,93.2,33.15,87.63,114.68,132.48,248.59,392.99,44.7,75.68,600.57,80.24,251.19,109.17,231.77,100.77,164.91,97.79,207.33,538.42,128.89,116.81,349.57,205.26,81.72,487.66,137.05,62.3,423.37,1393.6,272.07,82.07,46.72,558.58,57.34,48.69,95.27,38.91,533.07,219.99,104.11,87.72,946.63,303.48,182.01,150.44,67.75,271.96,267.56,44.2,388.8,10.38,33.74,349.94,194.35,290.91,71.56,1011.74,195.12,117.96,225.54,294.28,107.5,82.41,167.51,245.54,80.58,26.09,57.42,329.77,122.71,72.76,144.47,145.17,321.25,106.67,155.16
2025-08-28,157.31,71.53,131.22,207.64,255.96,353.32,168.33,13.46,105.98,124.79,294.55,130.27,78.28,84.83,81.74,140.86,170.69,64.91,203.56,211.64,66.3,231.29,42.75,99.53,111.62,326.93,81.59,202.53,142.78,514.72,186.58,285.42,111.82,254.15,366.15,22.93,232.53,165.07,80.14,91.06,62.56,136.0,299.12,28.91,165.08,287.99,303.6,4183.54,194.4,170.67,780.97,45.51,51.97,50.43,24.36,191.09,499.29,72.61,54.21,132.43,1125.3,171.82,106.0,235.82,5622.92,42.84,105.61,46.82,308.22,256.51,84.51,71.55,129.13,353.75,27.17,110.64,31.59,227.14,149.33,62.09,32.44,66.09,,434.34,234.85,161.75,165.51,46.77,289.36,28.31,37.45,87.18,162.82,96.96,263.17,159.1,42.34,272.88,91.96,298.66,153.12,207.92,69.34,96.69,52.08,117.72,266.46,71.11,68.25,71.63,83.24,31.39,18.76,98.36,98.04,158.9,48.7,68.83,324.73,74.21,90.23,944.05,24.34,440.2,97.62,32.61,400.29,72.04,205.1,206.4,135.81,491.09,134.2,61.89,35.82,74.96,148.54,168.42,,111.57,112.32,59.75,,181.32,24.51,168.68,122.24,32.46,68.11,354.82,92.66,278.68,54.62,81.17,170.8,309.99,134.39,37.45,88.0,124.14,173.88,52.3,243.5,785.1,65.22,267.49,91.76,339.32,71.09,64.16,43.69,214.49,141.76,113.2,317.84,374.93,50.11,99.7,231.19,69.65,45.54,196.67,43.47,39.21,11.68,79.2,47.93,59.38,25.51,44.32,240.67,247.19,275.66,30.15,186.89,324.5,48.38,58.41,139.14,112.38,88.13,139.8,147.59,750.17,22.59,132.03,81.48,406.85,17.83,68.91,179.78,23.09,275.85,66.4,406.96,208.55,25.17,17.25,175.86,28.3,296.58,17.77,274.56,245.43,164.88,646.38,265.67,83.34,80.16,337.24,24.85,176.93,66.99,48.88,667.39,473.3,22.01,30.91,188.35,91.9,143.83,162.56,146.26,175.26,108.49,300.51,29.24,19.32,166.13,22.37,26.96,889.82,27.59,67.35,276.57,274.71,103.91,56.17,57.62,181.05,132.98,732.05,166.39,32.19,455.52,257.2,204.84,55.77,200.49,,179.04,182.0,269.96,610.07,73.49,590.15,36.94,69.78,311.91,680.13,91.85,83.12,750.61,80.69,1281.54,39.53,65.06,121.78,509.62,143.97,24.43,132.27,174.36,50.13,61.19,853.24,61.94,508.44,149.93,33.89,470.08,568.0,95.11,117.08,123.15,72.9,29.44,71.96,77.84,42.09,224.33,277.48,130.69,587.02,25.35,148.48,149.55,180.12,8051.39,238.67,103.85,47.46,149.49,77.64,50.68,75.82,240.09,86.14,100.57,216.32,190.77,766.07,138.57,225.32,69.95,109.0,146.83,24.56,14.96,165.62,132.82,89.21,205.32,314.39,111.02,36.49,80.09,155.63,246.12,112.53,108.61,82.5,214.67,291.33,131.34,91.12,385.46,160.69,178.87,297.59,168.5,160.49,72.13,579.32,27.31,232.82,275.04,89.15,348.54,56.17,524.62,148.89,365.53,547.06,253.94,205.67,36.45,172.09,81.34,185.72,365.55,179.23,74.97,106.35,326.5,92.15,32.92,88.02,115.06,131.33,244.37,389.61,43.88,76.49,610.5,79.47,250.42,108.05,234.57,102.43,166.69,96.67,207.71,541.35,125.62,117.73,345.94,204.05,80.32,489.76,136.97,62.55,423.99,1392.76,270.34,82.12,46.74,553.55,56.04,48.62,95.84,38.94,528.19,222.08,104.92,87.12,952.33,301.97,180.97,150.98,67.48,271.51,266.01,43.87,391.82,10.38,33.51,349.29,196.43,290.76,71.1,1012.75,194.98,117.53,224.33,296.96,106.18,81.86,167.18,245.06,81.66,25.9,57.9,326.53,126.3,72.23,143.77,145.32,321.96,104.87,154.52
2025-08-29,155.31,71.21,132.46,210.02,259.95,356.13,162.44,13.52,106.77,125.55,293.81,130.3,79.04,84.8,82.29,141.75,169.54,64.97,203.19,212.89,67.09,228.61,43.15,99.63,110.83,331.02,81.3,203.69,143.31,512.6,184.56,287.4,108.77,251.11,366.65,23.18,232.02,160.58,79.47,91.43,62.56,136.31,302.26,29.27,165.94,314.52,303.54,4187.42,195.52,171.27,745.97,45.32,52.54,50.68,24.66,192.62,502.39,73.61,54.56,131.91,1123.15,171.13,105.45,234.38,5590.54,42.57,105.39,47.14,297.05,255.28,84.08,72.42,128.55,349.81,26.72,111.82,31.87,226.83,148.42,61.24,31.84,65.11,,418.57,235.59,161.92,164.55,47.54,291.04,28.99,37.68,86.5,163.21,95.71,264.94,160.43,42.06,274.76,93.06,300.6,153.4,209.74,69.02,96.47,52.22,118.1,266.14,71.45,68.9,72.16,83.95,31.78,19.1,98.87,98.09,161.64,48.75,66.95,325.09,74.09,89.4,941.22,24.4,423.19,99.02,32.46,397.6,73.07,205.61,206.61,137.5,477.76,121.94,61.7,36.05,75.23,148.13,167.41,,108.33,109.05,59.82,,178.67,24.59,169.28,122.32,32.17,70.21,348.63,90.47,276.54,56.08,81.23,171.75,318.25,131.78,37.52,88.0,124.68,176.16,51.77,245.9,782.56,66.06,269.88,91.68,341.44,71.16,63.97,43.61,214.56,143.47,114.17,312.65,372.44,49.6,100.5,231.0,69.53,45.7,194.98,43.55,39.03,11.75,78.66,47.79,59.62,25.64,44.34,241.46,250.67,274.7,30.16,185.0,324.18,49.25,58.52,139.15,112.81,88.74,139.31,148.0,744.03,22.69,132.02,81.03,403.03,17.92,69.5,183.55,22.53,275.72,67.03,406.34,206.81,25.39,17.18,173.78,28.48,302.58,17.79,270.26,243.15,164.12,645.49,264.56,84.23,79.35,339.08,24.3,176.35,67.41,49.63,665.86,472.37,21.84,31.25,190.43,92.06,144.81,162.93,145.7,176.9,106.76,300.95,29.03,19.34,163.18,22.46,26.93,870.37,27.93,67.74,277.0,277.62,99.96,57.28,57.56,180.65,132.92,731.68,165.87,32.57,454.74,257.85,201.98,56.25,201.35,,179.25,183.52,267.36,615.07,73.29,593.55,37.29,70.26,313.08,685.68,92.61,84.01,737.32,81.25,1295.16,39.63,64.92,118.88,506.36,145.65,24.04,132.56,180.61,50.4,61.35,834.66,62.31,509.19,150.29,33.35,472.14,567.3,94.59,112.35,120.75,74.31,29.37,71.92,77.23,42.21,224.7,279.44,130.75,587.71,24.82,145.32,148.57,174.04,8083.73,234.52,103.52,47.57,150.65,78.23,49.53,76.28,226.05,86.26,99.83,217.72,189.85,756.83,139.28,226.68,70.08,107.34,148.49,24.71,15.26,166.96,133.6,89.25,207.18,310.23,111.03,36.42,80.42,156.99,246.86,113.61,109.54,82.2,213.11,294.19,131.88,90.6,377.19,160.68,181.34,296.84,169.04,158.39,72.4,580.39,27.35,233.68,273.13,90.0,342.91,56.46,524.66,146.96,363.11,547.83,255.57,204.42,36.81,167.19,82.4,183.49,365.39,180.45,74.83,110.08,324.64,92.22,32.85,88.15,114.83,130.67,244.51,391.43,41.5,76.25,600.69,80.33,251.93,107.46,232.89,101.57,167.54,95.87,206.16,535.6,125.99,118.16,333.73,202.43,79.97,492.58,136.46,61.64,415.0,1397.26,271.33,80.63,46.77,560.04,56.72,48.8,93.67,39.51,492.24,223.37,104.76,87.41,956.74,309.07,181.26,151.82,67.99,272.76,267.98,44.18,390.96,10.52,33.75,351.72,188.9,290.66,71.62,1009.64,193.2,118.25,226.14,301.24,106.41,82.06,168.01,246.69,80.0,25.83,57.79,326.37,126.61,72.3,141.4,146.71,316.89,105.96,156.12
